Path;Validity
Data\CrossCultureResearchRawData\ISR01\Simulator outputs\csv\CSVScenario-CP2_Session-isr01_2022-05-31-11-52-35.csv;True
Data\CrossCultureResearchRawData\ISR02\Simulator outputs\csv\CSVScenario-CP2_Session-ISR02_2022-05-31-15-14-36.csv;True
Data\CrossCultureResearchRawData\ISR03\Simulator outputs\csv\CSVScenario-CP2_Session-ISR03_2022-06-01-10-19-16.csv;True
Data\CrossCultureResearchRawData\ISR04\Simulator outputs\csv\CSVScenario-CP2_Session-ISR04_2022-06-01-12-28-44.csv;False
Data\CrossCultureResearchRawData\ISR04\Simulator outputs\csv\CSVScenario-CP2_Session-ISR04_2022-06-01-12-33-31.csv;True
Data\CrossCultureResearchRawData\ISR05\Simulator outputs\csv\CSVScenario-CP2_Session-ISR05_2022-06-01-14-27-13.csv;True
Data\CrossCultureResearchRawData\ISR07\Simulator outputs\csv\CSVScenario-CP2_Session-isr07_2022-06-01-17-04-23.csv;True
Data\CrossCultureResearchRawData\ISR08\Simulator outputs\csv\CSVScenario-CP2_Session-ISR08_2022-06-06-10-35-13.csv;True
Data\CrossCultureResearchRawData\ISR09\Simulator outputs\csv\CSVScenario-CP2_Session-ISR09_2022-06-06-12-47-50.csv;False
Data\CrossCultureResearchRawData\ISR10\Simulator outputs\csv\CSVScenario-CP2_Session-ISR10_2022-06-06-14-34-47.csv;True
Data\CrossCultureResearchRawData\ISR11\Simulator outputs\csv\CSVScenario-CP2_Session-ISR11_2022-06-06-16-21-23.csv;True
Data\CrossCultureResearchRawData\ISR12\Simulator outputs\csv\CSVScenario-CP2_Session-ISR12_2022-06-07-11-45-40.csv;True
Data\CrossCultureResearchRawData\ISR13\Simulator outputs\csv\CSVScenario-CP2_Session-ISR13_2022-06-07-14-19-44.csv;True
Data\CrossCultureResearchRawData\ISR14\Simulator outputs\csv\CSVScenario-CP2_Session-ISR14_2022-06-07-16-14-44.csv;True
Data\CrossCultureResearchRawData\ISR15\Simulator outputs\csv\CSVScenario-CP2_Session-isr15_2022-06-09-10-11-30.csv;True
Data\CrossCultureResearchRawData\ISR16\Simulator outputs\csv\CSVScenario-CP2_Session-ISR16_2022-06-09-12-31-26.csv;True
