Path;Validity
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR01\Simulator outputs\csv\CSVScenario-CP5_Session-isr01_2022-05-31-11-56-17.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR02\Simulator outputs\csv\CSVScenario-CP5_Session-ISR02_2022-05-31-15-18-05.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR02\Simulator outputs\csv\CSVScenario-CP5_Session-ISR02_2022-05-31-15-19-45.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR03\Simulator outputs\csv\CSVScenario-CP5_Session-ISR03_2022-06-01-10-17-01.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR04\Simulator outputs\csv\CSVScenario-CP5_Session-ISR04_2022-06-01-12-17-45.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR05\Simulator outputs\csv\CSVScenario-CP5_Session-ISR05_2022-06-01-14-20-52.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR07\Simulator outputs\csv\CSVScenario-CP5_Session-isr07_2022-06-01-17-02-04.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR08\Simulator outputs\csv\CSVScenario-CP5_Session-ISR08_2022-06-06-10-32-33.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR09\Simulator outputs\csv\CSVScenario-CP5_Session-ISR09_2022-06-06-12-50-53.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR10\Simulator outputs\csv\CSVScenario-CP5_Session-ISR10_2022-06-06-14-42-07.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR11\Simulator outputs\csv\CSVScenario-CP5_Session-ISR11_2022-06-06-16-27-13.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR12\Simulator outputs\csv\CSVScenario-CP5_Session-ISR12_2022-06-07-11-48-17.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR13\Simulator outputs\csv\CSVScenario-CP5_Session-ISR13_2022-06-07-14-22-31.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR14\Simulator outputs\csv\CSVScenario-CP5_Session-ISR14_2022-06-07-16-18-53.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR15\Simulator outputs\csv\CSVScenario-CP5_Session-ISR15_2022-06-09-09-55-25.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR15\Simulator outputs\csv\CSVScenario-CP5_Session-ISR15_2022-06-09-09-59-15.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR15\Simulator outputs\csv\CSVScenario-CP5_Session-isr15_2022-06-09-10-06-00.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR15\Simulator outputs\csv\CSVScenario-CP5_Session-isr15_2022-06-09-10-07-36.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR16\Simulator outputs\csv\CSVScenario-CP5_Session-ISR16_2022-06-09-12-24-21.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR17\Simulator outputs\csv\CSVScenario-CP5_Session-ISR17_2022-06-09-14-26-19.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR18\Simulator outputs\csv\CSVScenario-CP5_Session-ISR18_2022-06-12-10-29-01.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR19\Simulator outputs\csv\CSVScenario-CP5_Session-ISR19_2022-06-12-14-41-14.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR20\Simulator outputs\csv\CSVScenario-CP5_Session-isr20_2022-06-13-11-42-04.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR22\Simulator outputs\csv\CSVScenario-CP5_Session-ISR22_2022-06-13-17-28-54.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR23\Simulator outputs\csv\CSVScenario-CP5_Session-ISR23_2022-06-15-11-06-59.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR24\Simulator outputs\csv\CSVScenario-CP5_Session-ISR24_2022-06-15-12-13-40.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR25\Simulator outputs\csv\CSVScenario-CP5_Session-ISR25_2022-06-16-12-54-25.csv;True
