Path;Validity
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR01\Simulator outputs\csv\CSVScenario-CP8_Session-isr01_2022-05-31-11-48-50.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR02\Simulator outputs\csv\CSVScenario-CP8_Session-ISR02_2022-05-31-15-29-43.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR03\Simulator outputs\csv\CSVScenario-CP8_Session-ISR03_2022-06-01-10-38-38.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR05\Simulator outputs\csv\CSVScenario-CP8_Session-ISR05_2022-06-01-14-37-14.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR07\Simulator outputs\csv\CSVScenario-CP8_Session-isr07_2022-06-01-17-06-48.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR07\Simulator outputs\csv\CSVScenario-CP8_Session-isr07_2022-06-01-17-08-47.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR08\Simulator outputs\csv\CSVScenario-CP8_Session-ISR08_2022-06-06-10-24-16.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR08\Simulator outputs\csv\CSVScenario-CP8_Session-ISR08_2022-06-06-10-25-48.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR09\Simulator outputs\csv\CSVScenario-CP8_Session-ISR09_2022-06-06-12-27-07.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR10\Simulator outputs\csv\CSVScenario-CP8_Session-ISR10_2022-06-06-14-21-13.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR11\Simulator outputs\csv\CSVScenario-CP8_Session-ISR11_2022-06-06-16-12-46.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR12\Simulator outputs\csv\CSVScenario-CP8_Session-ISR12_2022-06-07-11-35-34.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR13\Simulator outputs\csv\CSVScenario-CP8_Session-ISR13_2022-06-07-14-16-51.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR14\Simulator outputs\csv\CSVScenario-CP8_Session-ISR14_2022-06-07-16-31-26.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR15\Simulator outputs\csv\CSVScenario-CP8_Session-isr15_2022-06-09-10-29-58.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR16\Simulator outputs\csv\CSVScenario-CP8_Session-ISR16_2022-06-09-12-42-16.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR18\Simulator outputs\csv\CSVScenario-CP8_Session-ISR18_2022-06-12-10-39-14.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR19\Simulator outputs\csv\CSVScenario-CP8_Session-ISR19_2022-06-12-14-50-45.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR20\Simulator outputs\csv\CSVScenario-CP8_Session-isr20_2022-06-13-11-32-03.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR22\Simulator outputs\csv\CSVScenario-CP8_Session-ISR22_2022-06-13-17-10-47.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR23\Simulator outputs\csv\CSVScenario-CP8_Session-ISR23_2022-06-15-10-50-25.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR24\Simulator outputs\csv\CSVScenario-CP8_Session-ISR24_2022-06-15-12-00-10.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR25\Simulator outputs\csv\CSVScenario-CP8_Session-ISR25_2022-06-16-12-48-03.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR26\Simulator outputs\csv\CSVScenario-CP8_Session-ISR26_2022-06-16-15-45-47.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR27\Simulator outputs\csv\CSVScenario-CP8_Session-isr27_2022-06-26-11-58-11.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR28\Simulator outputs\csv\CSVScenario-CP8_Session-ISR28_2022-06-26-15-02-31.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR28\Simulator outputs\csv\CSVScenario-CP8_Session-ISR28_2022-06-26-15-05-28.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR29\Simulator outputs\csv\CSVScenario-CP8_Session-ISR29_2022-06-26-18-14-00.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR30\Simulator outputs\csv\CSVScenario-CP8_Session-ISR30_2022-06-27-13-32-04.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR31\Simulator outputs\csv\CSVScenario-CP8_Session-ISR31_2022-06-27-15-03-52.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR32\Simulator outputs\csv\CSVScenario-CP8_Session-ISR32_2022-06-27-16-29-58.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR33\Simulator outputs\csv\CSVScenario-CP8_Session-ISR33_2022-06-27-17-47-11.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR34\Simulator outputs\csv\CSVScenario-CP8_Session-ISR34_2022-07-31-10-14-10.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR35\Simulator outputs\csv\CSVScenario-CP8_Session-ISR35_2022-07-31-12-26-07.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR36\Simulator outputs\csv\CSVScenario-CP8_Session-ISR36_2022-08-10-10-07-19.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR36\Simulator outputs\csv\CSVScenario-CP8_Session-ISR36_2022-08-10-10-08-09.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR37\Simulator outputs\csv\CSVScenario-CP8_Session-ISR37_2022-08-10-12-20-10.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR38\Simulator outputs\csv\CSVScenario-CP8_Session-ISR38_2022-08-14-10-21-27.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR39\Simulator outputs\csv\CSVScenario-CP8_Session-ISR39_2022-08-14-12-19-46.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR41\Simulator outputs\csv\CSVScenario-CP8_Session-ISR41_2022-08-21-11-35-42.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ISR42\Simulator outputs\csv\CSVScenario-CP8_Session-ISR42_2022-08-21-13-09-58.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ITH1\csv\CSVScenario-CP8_Session-ITH1_2022-11-04-15-16-52.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ITH10\csv\CSVScenario-CP8_Session-ITH10_2023-02-03-16-11-47.csv;False
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ITH11\csv\CSVScenario-CP8_Session-ITH11_2023-04-11-10-16-51.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ITH2\csv\CSVScenario-CP8_Session-ITH2_2022-11-09-12-36-16.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ITH3\csv\CSVScenario-CP8_Session-ITH3_2022-11-09-17-44-28.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ITH4\csv\CSVScenario-CP8_Session-ITH4_2022-11-09-18-39-37.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ITH5\csv\CSVScenario-CP8_Session-ITH5_2022-11-11-12-49-00.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ITH6\csv\CSVScenario-CP8_Session-ITH6_2022-11-11-16-06-48.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ITH7\csv\CSVScenario-CP8_Session-ITH7_2022-11-11-17-51-47.csv;True
C:\Users\farla\OneDrive\Documents\GitHub\CrossCulturalDataAnalysis\CleanedData\ITH8\csv\CSVScenario-CP8_Session-ITH8_2022-11-18-16-32-43.csv;True
