Path;Validity
Data\CrossCultureResearchRawData\ISR01\Simulator outputs\csv\CSVScenario-CP1_Session-isr01_2022-05-31-11-44-09.csv;True
Data\CrossCultureResearchRawData\ISR02\Simulator outputs\csv\CSVScenario-CP1_Session-ISR02_2022-05-31-15-21-40.csv;True
Data\CrossCultureResearchRawData\ISR03\Simulator outputs\csv\CSVScenario-CP1_Session-ISR03_2022-06-01-10-31-21.csv;True
Data\CrossCultureResearchRawData\ISR05\Simulator outputs\csv\CSVScenario-CP1_Session-ISR05_2022-06-01-14-34-44.csv;True
Data\CrossCultureResearchRawData\ISR07\Simulator outputs\csv\CSVScenario-CP1_Session-isr07_2022-06-01-17-10-28.csv;True
Data\CrossCultureResearchRawData\ISR08\Simulator outputs\csv\CSVScenario-CP1_Session-ISR08_2022-06-06-10-27-30.csv;True
Data\CrossCultureResearchRawData\ISR09\Simulator outputs\csv\CSVScenario-CP1_Session-ISR09_2022-06-06-12-35-44.csv;True
Data\CrossCultureResearchRawData\ISR10\Simulator outputs\csv\CSVScenario-CP1_Session-ISR10_2022-06-06-14-29-13.csv;True
Data\CrossCultureResearchRawData\ISR11\Simulator outputs\csv\CSVScenario-CP1_Session-ISR11_2022-06-06-16-15-33.csv;True
Data\CrossCultureResearchRawData\ISR12\Simulator outputs\csv\CSVScenario-CP1_Session-ISR12_2022-06-07-11-39-39.csv;True
Data\CrossCultureResearchRawData\ISR13\Simulator outputs\csv\CSVScenario-CP1_Session-ISR13_2022-06-07-14-14-50.csv;False
Data\CrossCultureResearchRawData\ISR14\Simulator outputs\csv\CSVScenario-CP1_Session-ISR14_2022-06-07-16-22-34.csv;True
Data\CrossCultureResearchRawData\ISR15\Simulator outputs\csv\CSVScenario-CP1_Session-isr15_2022-06-09-10-22-42.csv;True
Data\CrossCultureResearchRawData\ISR16\Simulator outputs\csv\CSVScenario-CP1_Session-ISR16_2022-06-09-12-36-37.csv;True
Data\CrossCultureResearchRawData\ISR18\Simulator outputs\csv\CSVScenario-CP1_Session-ISR18_2022-06-12-10-36-50.csv;True
Data\CrossCultureResearchRawData\ISR19\Simulator outputs\csv\CSVScenario-CP1_Session-ISR19_2022-06-12-14-53-56.csv;True
Data\CrossCultureResearchRawData\ISR20\Simulator outputs\csv\CSVScenario-CP1_Session-isr20_2022-06-13-11-35-38.csv;True
Data\CrossCultureResearchRawData\ISR22\Simulator outputs\csv\CSVScenario-CP1_Session-ISR22_2022-06-13-17-18-12.csv;True
Data\CrossCultureResearchRawData\ISR23\Simulator outputs\csv\CSVScenario-CP1_Session-ISR23_2022-06-15-10-54-08.csv;True
Data\CrossCultureResearchRawData\ISR24\Simulator outputs\csv\CSVScenario-CP1_Session-ISR24_2022-06-15-12-02-44.csv;False
Data\CrossCultureResearchRawData\ISR25\Simulator outputs\csv\CSVScenario-CP1_Session-ISR25_2022-06-16-12-38-47.csv;False
Data\CrossCultureResearchRawData\ISR25\Simulator outputs\csv\CSVScenario-CP1_Session-ISR25_2022-06-16-12-39-29.csv;False
Data\CrossCultureResearchRawData\ISR25\Simulator outputs\csv\CSVScenario-CP1_Session-ISR25_2022-06-16-12-40-53.csv;False
Data\CrossCultureResearchRawData\ISR25\Simulator outputs\csv\CSVScenario-CP1_Session-ISR25_2022-06-16-12-43-15.csv;False
Data\CrossCultureResearchRawData\ISR25\Simulator outputs\csv\CSVScenario-CP1_Session-ISR25_2022-06-16-12-44-13.csv;True
Data\CrossCultureResearchRawData\ISR26\Simulator outputs\csv\CSVScenario-CP1_Session-ISR26_2022-06-16-15-35-50.csv;True
Data\CrossCultureResearchRawData\ISR27\Simulator outputs\csv\CSVScenario-CP1_Session-isr27_2022-06-26-11-47-15.csv;True
Data\CrossCultureResearchRawData\ISR28\Simulator outputs\csv\CSVScenario-CP1_Session-ISR28_2022-06-26-14-56-21.csv;True
Data\CrossCultureResearchRawData\ISR29\Simulator outputs\csv\CSVScenario-CP1_Session-ISR29_2022-06-26-18-10-13.csv;True
Data\CrossCultureResearchRawData\ISR30\Simulator outputs\csv\CSVScenario-CP1_Session-ISR30_2022-06-27-13-29-48.csv;True
Data\CrossCultureResearchRawData\ISR31\Simulator outputs\csv\CSVScenario-CP1_Session-ISR31_2022-06-27-15-06-33.csv;True
Data\CrossCultureResearchRawData\ISR32\Simulator outputs\csv\CSVScenario-CP1_Session-ISR32_2022-06-27-16-33-16.csv;True
Data\CrossCultureResearchRawData\ISR33\Simulator outputs\csv\CSVScenario-CP1_Session-ISR33_2022-06-27-17-55-07.csv;True
